Company,Date Posted,Job Category,Job_Description,Location,Title
"Connections Academy, LLC",9/30/2016,Retail,"Territory Sales Manager, Personal Lines Job ID # 8144 Location Reston, VA Functional Area Sales SBU 46000 Richmond Branch Position Type Full Time Education Required Bachelors Degree Experience Required 5 7 Years Relocation Provided Job Description Where Great People Build Successful Careers. The Han ...","Washington, DC","Territory Sales Manager, Personal Lines"
"Connections Academy, LLC",9/30/2016,Retail,"Be HomeGoods Happy. HomeGoods offers an exciting and rapidly changing selection of home décor merchandise, including giftware, home basics, accent furniture, lamps, rugs, accessories and seasonal merchandise at great values. It's where highly motivated professionals turn for outstanding and u ...","Washington, DC","Store Manager for Home Goods in Westminster,MD Job"
DollarTree,9/30/2016,Retail,"Connections Education is a leading provider of high quality, highly accountable virtual education solutions for students in grades K 12. Since 2001, the company's has delivered individualized learning to students through virtual public schools. In the 2015 16 school year, Connections Academy support ...","Reston, VA",Multimedia Product Development Manager (TOP)
DollarTree,9/30/2016,Retail,"Connections Education is a leading provider of high quality, highly accountable virtual education solutions for students in grades K 12. Since 2001, the company's has delivered individualized learning to students through virtual public schools. In the 2015 16 school year, Connections Academy support ...","Westminster, MD","Director, Curriculum Product Development Management"
DollarTree,9/30/2016,Retail,Assistant Store Managers at Dollar Tree are responsible for the following Assisting in the realization of your store's maximum profit contribution Protect all company assets Maintain a high level of good customer service Opening and closing the store Creative problem solving in the areas of Associat ...,"Baltimore, MD",ASSISTANT STORE MANAGER
Safeway,9/30/2016,Retail,Assistant Store Managers at Dollar Tree are responsible for the following Assisting in the realization of your store's maximum profit contribution Protect all company assets Maintain a high level of good customer service Opening and closing the store Creative problem solving in the areas of Associat ...,"Hampstead, MD",ASSISTANT STORE MANAGER
Safeway,9/30/2016,Retail,Assistant Store Managers at Dollar Tree are responsible for the following Assisting in the realization of your store's maximum profit contribution Protect all company assets Maintain a high level of good customer service Opening and closing the store Creative problem solving in the areas of Associat ...,"Catonsville, MD",ASSISTANT STORE MANAGER
Safeway,9/29/2016,Transportation Services,"Are you ready to deliver? Safeway Inc., a Fortune 100 Company, is one of the largest food and drug retailers in North America with 1,300+ stores across the United States. The Safeway family of brands includes some of the most prominent brands in food retailing, with a growing base of shoppers. Safew ...","Eldersburg, MD",Delivery Driver for Safeway.com
Kohl's Corporation,9/29/2016,Transportation Services,"Are you ready to deliver? Safeway Inc., a Fortune 100 Company, is one of the largest food and drug retailers in North America with 1,300+ stores across the United States. The Safeway family of brands includes some of the most prominent brands in food retailing, with a growing base of shoppers. Safew ...","Gambrills, MD",Delivery Driver for Safeway.com
Kohl's Corporation,9/29/2016,Transportation Services,"Safeway.com is currently accepting applications for part time Delivery Drivers. This is a fast paced, independent position that involves lifting, lowering, and carrying groceries that typically weigh 15 50 lbs. Delivery Drivers must have excellent customer interaction and driving skills. Qualified c ...","Towson, MD",Delivery Driver for Safeway.com
Kohl's Corporation,9/29/2016,Retail,"Prepares, processes and moves merchandise productively, safely, and accurately according to established guidelines while performing a variety of functions and training in multiple areas to support profi tability in order to meet location standards. Do you love . . . working in a dynamic, challenging ...","Ellicott City, MD","Seasonal Distribution Center Associate - Edgewood, MD*"
"NVR, Inc.",9/29/2016,Retail,"Responsible for creating an environment of good customer service through actions. This includes ensuring customer transactions are processed accurately and efficiently, ensuring the Company's ""2 in a line"" standard, reinforcing Customer Service Desk standards and resolving customer problems by follo ...","Kensington, MD",Seasonal Associate
"NVR, Inc.",9/29/2016,Retail,"Prepares, processes and moves merchandise productively, safely, and accurately according to established guidelines while performing a variety of functions and training in multiple areas to support profi tability in order to meet location standards. Do you love . . . working in a dynamic, challenging ...","Edgewood, MD","Seasonal Distribution Associate - Edgewood, MD"
"NVR, Inc.",9/29/2016,Retail,"of the Role As a Sales Consultant, you'll report to a sales team leader, participate in a ""we"" environment, and be responsible for managing all community sales activities. You'll spend most your time working from a well appointed office located in one of our beautiful new model homes. We make it eas ...","Severn, MD",Sales Consultant - Ryan Homes
Coca Cola Bottling Co. Consoli...,9/29/2016,Retail,"of the Role As a Sales Consultant, you'll report to a sales team leader, participate in a ""we"" environment, and be responsible for managing all community sales activities. You'll spend most your time working from a well appointed office located in one of our beautiful new model homes. We make it eas ...","Edgewood, MD",Sales Consultant - Ryan Homes
Coca Cola Bottling Co. Consoli...,9/29/2016,Retail,"of the Role As a Sales Consultant, you'll report to a sales team leader, participate in a ""we"" environment, and be responsible for managing all community sales activities. You'll spend most your time working from a well appointed office located in one of our beautiful new model homes. We make it eas ...","Waldorf, MD",Sales Consultant - Ryan Homes
Coca Cola Bottling Co. Consoli...,9/29/2016,Retail,"include Exercisesafe practices and work environment Deliver, fill, merchandise, and rotate products atcustomer accounts Ensurethe ""look of success""appearance of allCoke equipment and products Foster relationships with store management and personnel and provide superior customer service  CCBCC is an  ...","Frederick, MD",Full Time Merchandiser / Stocker
Coca Cola Bottling Co. Consoli...,9/29/2016,Retail,"include Exercisesafe practices and work environment Deliver, fill, merchandise, and rotate products atcustomer accounts Ensurethe ""look of success""appearance of allCoke equipment and products Foster relationships with store management and personnel and provide superior customer service  CCBCC is an  ...","Fairfax, VA",Full Time Merchandiser / Stocker
Siemens,9/29/2016,Retail,"Keywords warehouse, builder, pallet Overview  REFRESH your career by joining our exceptional team. Coca Cola Bottling Co. Consolidated (CCBCC),the largest independent bottler in the US, is looking for Warehouse Associates (Order Builders). If you are a dependable professional who is looking for a so ...","Mount Airy, MD",Part Time Warehouse Associate (Order Builder)
State of Maryland,9/29/2016,Retail,"include Exercisesafe practices and work environment Deliver, fill, merchandise, and rotate products atcustomer accounts Ensurethe ""look of success""appearance of allCoke equipment and products Foster relationships with store management and personnel and provide superior customer service  CCBCC is an  ...","Baltimore, MD",Full Time Merchandiser/Stocker
Starbucks (Corporate),9/29/2016,Retail,"Position Overview Available to qualified candidates living in the Mid Atlantic zone. The Zone Partner Manager is responsible for ensuring success of defined target market sales of Siemens' diagnostic capital equipment (Immunoassay, Chemistry, Coagulation, Automated Urinalysis, and others) and suppli ...","Hanover, MD",Zone Partner Manager - Mid-Atlantic
ScottsMiracle-Gro Company,9/29/2016,Retail,"AGENCY BUYER I Recruitment #16 003317 0001  Department  DHMH Springfield Hospital Center  Date Opened  9/29/2016 1 25 00 PM  Filing Deadline  10/13/2016 11 59 00 PM  Salary  $30,472.00 $39,046.00/year, with potential growth to $47,710.00  Employment Type  Full Time   HR Analyst  Michelle Johnson  Wo ...","Arlington, VA",AGENCY BUYER I
SPRINT,9/29/2016,Retail,"store manager Washington, DC (160006870) Now Brewing Leaders! #tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and the rich tradition, but that also brought a feeling of connection. We are known for developing extraordinary le ...","Washington, DC; Baltimore, MD; Newark, DE; Newark, NJ; Malvern, PA","store manager - Washington, DC"
SPRINT,9/29/2016,Retail,Business planning responsibility including Analyze business opportunities and threats Analyze and prepare key metrics to educate our customers on business opportunities Effectively advise customers through metrics updates and business reviews Manage and direct the work of Merchandisers & Counselors  ...,"Westminster, MD","Sales Manager - College Park, MD"
SPRINT,9/29/2016,Retail,"A Sprint Retail Sales opportunity connects you to a job that matters. Your work adds value by the joy of connecting people to the things that matter most to them.As a Sprint Store Manager, you lead and inspire a sales team to provide an unparalleled customer experience, resulting in loyal customers  ...","Washington, DC",Manager Retail Store Job
Bank of America,9/29/2016,Retail,"Si puedes leer esto, ponte en contacto con nosotros. (translation ""Can you read this? If so, we'd love to hear from you!"") Here's your opportunity to join an unstoppable team at a company that's setting a new standard in wireless. This position puts you on the leading edge of a brand that is changin ...","Baltimore, MD",Sales Consultant-Bilingual - Part Time Job
Bank of America,9/29/2016,Retail,"A Sprint Retail Sales opportunity connects you to a job that matters. Your work adds value by the joy of connecting people to the things that matter most to them.As a Sprint Store Manager, you lead and inspire a sales team to provide an unparalleled customer experience, resulting in loyal customers  ...","Laurel, MD",Manager Retail Store Job
DynCorp International,9/29/2016,Retail,"Responsible for coordinating and directing treasury management activities for Business Banking ($20MM $50MM) clients; including development of new treasury management business, expansion of existing business relationships and maintaining current client relationships Leads risk assessment associated  ...","Arlington, VA",Senior Treasury Sales Officer
Timberland,9/29/2016,Retail,"Relationship managers are the face of Bank of America in our financial centers, bringing our products and services to life for all of our clients. They focus the majority of their time deepening relationships by connecting customers to sales specialists and offering appropriate financial solutions a ...","Vienna, VA","Relationship Manager-Financial Center Sales-College Park, MD"
Agency for Healthcare Research...,9/29/2016,Retail,"The Buyer Senior is responsible for procurement of materials, components, supplies and/or services for the company in accordance with standard operating procedures, contract requirements and acquisition regulations. Works with local and international suppliers to formulate purchase agreements and ar ...","Bethesda, MD; Chantilly, VA; Fairfax, VA; Washington, DC; Alexandria, VA; Arlington, VA",Buyer Senior
"Laureate Education, Inc.",9/29/2016,Retail,"Timberland Temporary Part Time Sales Associate (Tysons Corner, VA) (R 20160921 0099) Reports to Management Team Roles and Responsibilities People Sells merchandise with superior customer service Protects merchandise with superior customer service Accuracy and efficiency in all point of sale interact ...","College Park, MD",Timberland Temporary Part-Time Sales Associate (Tysons Corne...
Blackbaud,9/29/2016,Retail,"Become a part of the Department that touches the lives of every American! At the Department of Health and Human Services (HHS) you can give back to your community, state, and country by making a difference in the lives of Americans everywhere. It is the principal agency for protecting the health of  ...","SPRINGFIELD, VA",Lead Contract Specialist
Nordstrom,9/29/2016,Retail,The Procurement Manager is responsible for coordinating with the Regional Procurement Vice President or Regional Procurement Director to set and execute strategies to deliver targeted savings within their assigned country (or countries) while meeting the business needs of the organization in terms o ...,"McLean, VA",Procurement Manager
Nordstrom,9/29/2016,Retail,"About Blackbaud Blackbaud was founded on the idea that technology can be a medium for social change. Our mission is to provide software, services, expertise, and data intelligence that empowers and connects people to advance the social good movement. We serve the entire social good community, which  ...","Rockville, MD",Sales Manager - Faith Based
Nordstrom,9/29/2016,Retail,"Retail Sales Chantecaille Cosmetics Artistry Tysons Corner Center Retail Sales Chantecaille Cosmetics Artistry Tysons Corner Center (265525) For employment consideration, only one application is necessary. Please apply only to the one position you are primarily interested in pursuing. Nordstrom is a ...","Baltimore, MD",Retail Sales - Chantecaille Cosmetics Artistry - Tysons Corn...
Nordstrom,9/29/2016,Retail,"Retail Sales Counter Manager Clarins Cosmetics Tysons Corner Center Retail Sales Counter Manager Clarins Cosmetics Tysons Corner Center (265530) For employment consideration, only one application is necessary. Please apply only to the one position you are primarily interested in pursuing. Nordstrom  ...","Charleston, SC; New York, NY; Washington, DC",Retail Sales Counter Manager - Clarins Cosmetics - Tysons Co...
Nordstrom,9/29/2016,Retail,"Restaurant Cashier The Mall in Columbia Restaurant Cashier The Mall in Columbia (261786) For employment consideration, only one application is necessary. Please apply only to the one position you are primarily interested in pursuing. Nordstrom is a fashion specialty retailer that also operates compe ...","Mclean, VA",Restaurant Cashier - The Mall in Columbia
Francesca's,9/29/2016,Retail,"Retail Sales Clinique Cosmetics Artistry The Mall in Columbia Retail Sales Clinique Cosmetics Artistry The Mall in Columbia (265730) For employment consideration, only one application is necessary. Please apply only to the one position you are primarily interested in pursuing. Nordstrom is a fashion ...","Mclean, VA",Retail Sales - Clinique Cosmetics Artistry - The Mall in Col...
Francesca's,9/29/2016,Retail,"Retail Sales Bobbi Brown Cosmetics Artistry Montgomery Mall Retail Sales Bobbi Brown Cosmetics Artistry Montgomery Mall (266377) For employment consideration, only one application is necessary. Please apply only to the one position you are primarily interested in pursuing. Nordstrom is a fashion spe ...","Columbia, MD",Retail Sales - Bobbi Brown Cosmetics Artistry - Montgomery M...
"Sinclair Broadcast Group, Inc.",9/29/2016,Retail,"Teamwork Partners with Boutique Leadership Team to support company initiatives and objectives Contributes to a positive and professional work environment, and collaborates with all team members Represents francesca's core values, emphasizing a positive work environment that is fun and unique Maintai ...","Columbia, MD",Stylist
Major League Soccer,9/29/2016,Retail,"Leadership Assists the team by driving business results by maximizing daily sales plans, managing expenses and improving metrics through sales floor leadership, execution of francesca's training programs, and continuous coaching on and off the sales floor Ability to act as a liaison between the Bout ...","Bethesda, MD",Sales Lead
Oracle Corporation,9/29/2016,Retail,"Make your mark in Broadcasting and Digital Media. Sinclair Broadcast Group and Sinclair Digital Solutions are dedicated to making Sinclair a communications powerhouse! We are the largest and most diversified television broadcasting company in the country today. Sinclair owns and operates, programs o ...","Washington, DC",Sales Platform Manager / Trainer
Oracle Corporation,9/29/2016,Retail,"Internships Any Internship Intern Sales & Service (Spring 2017) D.C. United (Washington, DC) Internship Overview The D.C. United Ticket Sales & Service team is looking for talented undergraduate and graduate students aspiring to enter the sports industry to join us as interns for the Spring 2017 Sea ...","Springfield, VA",Intern - Sales & Service (Spring 2017) - D.C. United (Washin...
Oracle Corporation,9/29/2016,Retail,Master Principal Sales Consultant (160012NG) Provides direction and specialist knowledge in applying the technology/application to client business. Facilitation of customer product/application understanding through presentations demonstrations and benchmarks; provision of support throughout the sell ...,"Hunt Valley, MD",Master Principal Sales Consultant
Department Of Housing And Urba...,9/29/2016,Retail,Applications Sales Representative IV (160012TO) Sells a subset of product or services directly or via partners to a large number of named accounts/non named accounts/geographical territory (mainly Tier 3 accounts). Primary job duty is to sell business applications software/solutions and related serv ...,"Washington, DC",Applications Sales Representative IV
Paycor,9/29/2016,Retail,"Director, ISV Government Sector Sales (160012YR) Sells a subset of product or services directly or via partners to a large number of named accounts/non named accounts/geographical territory (mainly Tier 3 accounts). Primary job duty is to sell technology software products and related services in a d ...","Reston, VA","Director, ISV Government Sector Sales"
Hunt Construction Group,9/29/2016,Retail,"About the Agency       This position is located in the Office of Administration (OA). The Office of Administration (OA) is comprised of five offices and is responsible for a wide range of administrative services that support HUD's mission, personnel and HUD offices throughout the country.       Duti ...","Philadelphia, PA; Charlotte, NC; Virginia Beach, VA; Baltimore, MD",Contracting Officer Representative (COR)
Best Buy,9/29/2016,Retail,"The Major Market Sales Executive prospects, calls on and sells Paycor products and services to new prospects within assigned territories. He or she is responsible for self generating leads through prospecting, telemarketing, sales database management (CRM), and networking. He or she is a self starte ...","Washington, DC; Virginia Beach, VA; Baltimore, MD",Major Market Sales Executives - D.C.
Best Buy,9/29/2016,Administrative and Clerical,"Identifies, examines, classifies, accepts, rejects, and disposes of material as per regulations. Visual examination or use of measuring devices and techniques may be performed under mentoring assistance of senior personnel. Able to use basic processes of inspection/examination procedures for materia ...","Washington, DC",Shipping/Receiving Clerk
Best Buy,9/29/2016,Retail,What does a Sales Consultant do? The Sales Consultant ensures Best Buy delivers a world class customer experience as THE destination and authority for technology products and services. You will provide velocity and solution support to solve customer needs to ensure that no customer is left unserved  ...,"Washington, DC","Sales Consultant - Gaming, Ent, DI"
Best Buy,9/29/2016,Retail,What does a Sales Consultant do? The Sales Consultant ensures Best Buy delivers a world class customer experience as THE destination and authority for technology products and services. You will provide velocity and solution support to solve customer needs to ensure that no customer is left unserved  ...,"Washington, DC",Sales Consultant - Comp
Best Buy,9/29/2016,Retail,What does a Best Buy Multi Channel Sales Associate do? A Multi Channel Sales Associate drives sales through all channels by answering customer phone calls and delivering solutions through interactions in store with store pickup order customers. Individuals in this role will help drive profitable sto ...,"Elkridge, MD",Multi-channel Sales Associate
Best Buy,9/29/2016,Retail,"What does a Best Buy Inventory Specialist do? At Best Buy our mission is to leverage the unique talents and passions of our employees to inspire, delight, and enrich the lives of our customers through technology and all its possibilities. If you have a passion and curiosity for what is possible and  ...","Falls Church, VA",Inventory Specialist
Best Buy,9/29/2016,Retail,"What does a Best Buy Inventory Specialist do? At Best Buy our mission is to leverage the unique talents and passions of our employees to inspire, delight, and enrich the lives of our customers through technology and all its possibilities. If you have a passion and curiosity for what is possible and  ...","Glen Burnie, MD",Inventory Specialist
MarketSource,9/29/2016,Retail,"What does a Best Buy Mobile Sales Consultant do? Best Buy Sales Consultants excel at selling products and services, working closely with other members of the sales team. They accumulate the appropriate knowledge and expertise through continuous learning and self development. Then, armed with the rig ...","Bowie, MD",Best Buy Mobile Sales Consultant
MarketSource,9/29/2016,Retail,"What does a Best Buy Mobile Sales Consultant do? Best Buy Sales Consultants excel at selling products and services, working closely with other members of the sales team. They accumulate the appropriate knowledge and expertise through continuous learning and self development. Then, armed with the rig ...","York, PA",Best Buy Mobile Sales Consultant
MarketSource,9/29/2016,Retail,"MarketSource is currently searching for a part time Retail Sales Representative to work at Target Mobile. This position is designed to increase sales and revenue within the wireless ecosystem electronics, mobile phones, accessories and digital service. As a part time sales representative you will be ...","Washington, DC",Wireless Team Member
MarketSource,9/29/2016,Retail,"MarketSource is currently searching for a part time Retail Sales Representative to work at Target Mobile. This position is designed to increase sales and revenue within the wireless ecosystem electronics, mobile phones, accessories and digital service. As a part time sales representative you will be ...","Towson, MD",Wireless Team Member
MarketSource,9/29/2016,Retail,"MarketSource is currently searching for a part time Retail Sales Representative to work at Target Mobile. This position is designed to increase sales and revenue within the wireless ecosystem electronics, mobile phones, accessories and digital service. As a part time sales representative you will be ...","Columbia, MD",Wireless Team Member
MarketSource,9/29/2016,Retail,"MarketSource is currently searching for a part time Retail Sales Representative to work at Target Mobile. This position is designed to increase sales and revenue within the wireless ecosystem electronics, mobile phones, accessories and digital service. As a part time sales representative you will be ...","Annapolis, MD",Wireless Team Member
MarketSource,9/29/2016,Retail,"MarketSource is currently searching for a part time Retail Sales Representative to work at Target Mobile. This position is designed to increase sales and revenue within the wireless ecosystem electronics, mobile phones, accessories and digital service. As a part time sales representative you will be ...","Falls Church, VA",Wireless Team Member
MarketSource,9/29/2016,Retail,"MarketSource is currently searching for a part time Retail Sales Representative to work at Target Mobile. This position is designed to increase sales and revenue within the wireless ecosystem electronics, mobile phones, accessories and digital service. As a part time sales representative you will be ...","Hyattsville, MD",Wireless Team Member
MarketSource,9/29/2016,Retail,"MarketSource is currently searching for a part time Retail Sales Representative to work at Target Mobile. This position is designed to increase sales and revenue within the wireless ecosystem electronics, mobile phones, accessories and digital service. As a part time sales representative you will be ...","Rockville, MD",Wireless Team Member
MarketSource,9/29/2016,Retail,"MarketSource is currently searching for a part time Retail Sales Representative to work at Target Mobile. This position is designed to increase sales and revenue within the wireless ecosystem electronics, mobile phones, accessories and digital service. As a part time sales representative you will be ...","Glen Burnie, MD",Wireless Team Member
MarketSource,9/29/2016,Retail,"MarketSource is currently searching for a part time Retail Sales Representative to work at Target Mobile. This position is designed to increase sales and revenue within the wireless ecosystem electronics, mobile phones, accessories and digital service. As a part time sales representative you will be ...","Bowie, MD",Wireless Team Member
MarketSource,9/29/2016,Retail,"MarketSource is currently searching for a part time Retail Sales Representative to work at Target Mobile. This position is designed to increase sales and revenue within the wireless ecosystem electronics, mobile phones, accessories and digital service. As a part time sales representative you will be ...","Largo, MD",Wireless Team Member
MarketSource,9/29/2016,Retail,"MarketSource is currently searching for a part time Retail Sales Representative to work at Target Mobile. This position is designed to increase sales and revenue within the wireless ecosystem electronics, mobile phones, accessories and digital service. As a part time sales representative you will be ...","Wheaton, MD",Wireless Team Member
MarketSource,9/29/2016,Retail,"MarketSource is currently searching for a part time Retail Sales Representative to work at Target Mobile. This position is designed to increase sales and revenue within the wireless ecosystem electronics, mobile phones, accessories and digital service. As a part time sales representative you will be ...","Silver Spring, MD",Wireless Team Member
MarketSource,9/29/2016,Retail,"MarketSource is currently searching for a part time Retail Sales Representative to work at Target Mobile. This position is designed to increase sales and revenue within the wireless ecosystem electronics, mobile phones, accessories and digital service. As a part time sales representative you will be ...","Laurel, MD",Wireless Team Member
MarketSource,9/29/2016,Retail,"MarketSource is currently searching for a part time Retail Sales Representative to work at Target Mobile. This position is designed to increase sales and revenue within the wireless ecosystem electronics, mobile phones, accessories and digital service. As a part time sales representative you will be ...","Frederick, MD",Wireless Team Member
MarketSource,9/29/2016,Retail,"MarketSource is currently searching for a part time Retail Sales Representative to work at Target Mobile. This position is designed to increase sales and revenue within the wireless ecosystem electronics, mobile phones, accessories and digital service. As a part time sales representative you will be ...","Alexandria, VA",Wireless Team Member
MarketSource,9/29/2016,Retail,"MarketSource is currently searching for a part time Retail Sales Representative to work at Target Mobile. This position is designed to increase sales and revenue within the wireless ecosystem electronics, mobile phones, accessories and digital service. As a part time sales representative you will be ...","Waldorf, MD",Wireless Team Member
MarketSource,9/29/2016,Retail,"MarketSource is currently searching for a part time Retail Sales Representative to work at Target Mobile. This position is designed to increase sales and revenue within the wireless ecosystem electronics, mobile phones, accessories and digital service. As a part time sales representative you will be ...","Germantown, MD",Wireless Team Member
MarketSource,9/29/2016,Retail,"MarketSource is currently searching for a part time Retail Sales Representative to work at Target Mobile. This position is designed to increase sales and revenue within the wireless ecosystem electronics, mobile phones, accessories and digital service. As a part time sales representative you will be ...","Easton, MD",Wireless Team Member
MarketSource,9/29/2016,Retail,"MarketSource is currently searching for a part time Retail Sales Representative to work at Target Mobile. This position is designed to increase sales and revenue within the wireless ecosystem electronics, mobile phones, accessories and digital service. As a part time sales representative you will be ...","Brandywine, MD",Wireless Team Member
MarketSource,9/29/2016,Retail,"MarketSource is currently searching for a part time Retail Sales Representative to work at Target Mobile. This position is designed to increase sales and revenue within the wireless ecosystem electronics, mobile phones, accessories and digital service. As a part time sales representative you will be ...","Sterling, VA",Wireless Team Member
MarketSource,9/29/2016,Retail,"MarketSource is currently searching for a part time Retail Sales Representative to work at Target Mobile. This position is designed to increase sales and revenue within the wireless ecosystem electronics, mobile phones, accessories and digital service. As a part time sales representative you will be ...","Baltimore, MD",Wireless Team Member
MarketSource,9/29/2016,Retail,"MarketSource is currently searching for a part time Retail Sales Representative to work at Target Mobile. This position is designed to increase sales and revenue within the wireless ecosystem electronics, mobile phones, accessories and digital service. As a part time sales representative you will be ...","Reston, VA",Wireless Team Member
MarketSource,9/29/2016,Retail,"MarketSource is currently searching for a part time Retail Sales Representative to work at Target Mobile. This position is designed to increase sales and revenue within the wireless ecosystem electronics, mobile phones, accessories and digital service. As a part time sales representative you will be ...","Middle River, MD",Wireless Team Member
MarketSource,9/29/2016,Retail,"MarketSource is currently searching for a part time Retail Sales Representative to work at Target Mobile. This position is designed to increase sales and revenue within the wireless ecosystem electronics, mobile phones, accessories and digital service. As a part time sales representative you will be ...","Abingdon, MD",Wireless Team Member
MarketSource,9/29/2016,Retail,"MarketSource is currently searching for a part time Retail Sales Representative to work at Target Mobile. This position is designed to increase sales and revenue within the wireless ecosystem electronics, mobile phones, accessories and digital service. As a part time sales representative you will be ...","Owings Mills, MD",Wireless Team Member
MarketSource,9/29/2016,Retail,"MarketSource is currently searching for a part time Retail Sales Representative to work at Target Mobile. This position is designed to increase sales and revenue within the wireless ecosystem electronics, mobile phones, accessories and digital service. As a part time sales representative you will be ...","Pikesville, MD",Wireless Team Member
IBM,9/29/2016,Retail,"MarketSource is currently searching for a part time Retail Sales Representative to work at Target Mobile. This position is designed to increase sales and revenue within the wireless ecosystem electronics, mobile phones, accessories and digital service. As a part time sales representative you will be ...","Hanover, PA",Wireless Team Member
IBM,9/29/2016,Retail,"MarketSource is currently searching for a part time Retail Sales Representative to work at Target Mobile. This position is designed to increase sales and revenue within the wireless ecosystem electronics, mobile phones, accessories and digital service. As a part time sales representative you will be ...","York, PA",Wireless Team Member
Consolidated Graphics,9/29/2016,Retail,IBM is a Cloud Platform and Cognitive company and is a leader in Cloud technologies both in and outside of the Federal government market. IBM investment in Cloud technology includes the acquisition of 45+ companies including a $2.5B investment in SoftLayer (IaaS) and the internal development of Blue ...,"Brandywine, MD",Hybrid Cloud Software Sales Representative
Home Depot,9/29/2016,Retail,The Hybrid Cloud Seller is responsible for the coordination and successful execution of all required sales activities within an assigned territory or set of accounts to achieve assigned financial sales objectives. This role is focused on expanding IBM's cloud software & services into associated indu ...,"Gambrills, MD",Communications Sector Hybrid Cloud Sales Representative
Home Depot,9/29/2016,Administrative and Clerical,"Performs manual and clerical duties related to the preparation and shipment of customer samples, components and finished products mailed primarily through Fed Ex, UPS, USPS or other similar carrier. Maintain necessary files and documentation. Utilizes small hand tools and operate scales, metering ma ...","WASHINGTON, DC",Shipping Clerk
SmithBucklin,9/29/2016,Retail,Position Description   Position Purpose Sales Consultants are primarily responsible for selling Home Depot’s do it for me services to clients in their homes. Sales Consultants spend the majority of their time traveling to and engaged in professional sales presentations in customers’ home ...,"WASHINGTON, DC","OUTSIDE SALES CONSULTANT - SHREWSBURY, PA"
SmithBucklin,9/29/2016,Retail,"Position Description   Position Description POSITION PURPOSE Merchandising Execution Managers (MEMs) lead and oversee a traveling team which executes a large scope of merchandising projects and resets per store for a group of stores within an assigned district, which are usually completed overnight. ...","Timonium, MD","MERCHANDISING EXECUTION MANAGER- Frederick, MD"
The Bozzuto Group,9/29/2016,Retail,"Description   The Townsend Group, a SmithBucklin owned company that serves as a leading national advertising, sponsorship and exhibit sales firm and video production agency, seeks a National Sales Manager to join the team in Washington DC. This is an exciting and challenging position for a high ener ...","Shrewsbury, PA",National Sales Manager
The Bozzuto Group,9/29/2016,Retail,"Description   As a Senior Associate within our Healthcare & Scientific Industry Practice, you will serve as the front line contact to nonprofit volunteers and members from our healthcare associations, who work to improve the quality of healthcare by establishing best practices and conducting leading ...","Frederick, MD",Healthcare Administration Senior Associate
"Chico's FAS, Inc.",9/29/2016,Retail,"Bozzuto is a privately held, real estate services company that specializes in Property Management, Construction, Development and Homebuilding. Our vision of being the best real estate company in the country is inspired by the empowered execution of our more than 2000 talented team members to create  ...","Washington, DC",Sales & Marketing Associate Intern (Summer 2017) - Baltimore
Fifth and Pacific,9/29/2016,Retail,"Bozzuto is a privately held, real estate services company that specializes in Property Management, Construction, Development and Homebuilding. Our vision of being the best real estate company in the country is inspired by the empowered execution of our more than 2000 talented team members to create  ...","Washington, DC",Sales & Marketing Associate Intern (Summer 2017) - Montgomer...
Fifth and Pacific,9/29/2016,Retail,"Provides supervision to a project team of contracts personnel, performs formation and administration of all types of commitments when required by workload, complexity or other factors. Develops and monitors project work hour estimates, and master contracts forms. Participates in the planning, staffi ...","Baltimore, MD",Sr Contracts Formation Specialist Job
"Under Armour, Inc.",9/29/2016,Retail,The Sales Associate is primarily responsible for ensuring a great customer experience and maximum profitability. Performs various sales and register transactions and aids in controlling shrink through customer interaction.FUNCTIONAL RESPONSIBILITIES 1. Meets company sales goals by utilizing sales te ...,"Rockville, MD",Sales Associate-CHICOS 0477 - Washingtonian MD0477
"Under Armour, Inc.",9/28/2016,Retail,responsibilities include but are not limited to the following client & service expert achieves individual sales goals develops strong product knowledge across all categories the sales associate is responsible for ensuring exemplary customer service by delivering the ultimate kate spade experience ab ...,Bechtel Power,"sales associate - kate spade new york #1806, queenstown, md"
BASF,9/28/2016,Retail,"client & service expert Greeting and assisting customers on the sales floor, ensuring exemplary customer service by delivering the ultimate kate spade experience building brand equity understand and communicate the kate spade aesthetic, brand philosophy and lifestyle to the customer operational exce ...","Reston, VA",temporary sales associate - kate spade new york - queenstown...
PFP Services,9/28/2016,Retail,"Under Armour is the chosen brand of this generation of athletes... and the athletes of tomorrow. We're about performance in training and on game day, in blistering heat and bitter cold. Whatever the conditions, whatever the sport, Under Armour delivers the advantage athletes have come to demand. Tha ...","Gaithersburg, MD","Sr. Manager, Global Store Design"
Dell Services Federal Governme...,9/28/2016,Retail,"Under Armour is the chosen brand of this generation of athletes... and the athletes of tomorrow. We're about performance in training and on game day, in blistering heat and bitter cold. Whatever the conditions, whatever the sport, Under Armour delivers the advantage athletes have come to demand. Tha ...","Queenstown, MD",Seasonal Part-Time Associate- Montgomery
Dell Services Federal Governme...,9/28/2016,Retail,"Area Sales Leader Mid Atlantic 1603081 We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity or expression, national origin, disability status, protected veter ...","Queenstown, MD",Area Sales Leader - Mid Atlantic Job
